rate,f0,vowel,cents,engine,estimated_hz,confidence,cents_error
44100,220,ee,100,spectral,233.0854562037065,0.9999612335322046,0.02655669347867234
44100,220,ee,700,legacy,328.1694569627911,0.9791645562226116,-7.67506194672237
44100,220,ee,700,synchronous,329.63412284764087,0.9999262951318585,0.034484545935899134
44100,220,ee,700,spectral,329.6347659387131,0.9999411680068753,0.037862048438672864
44100,220,ee,1200,legacy,52.39766001844152,0.991925773355236,-3683.915080199928
44100,220,ee,1200,synchronous,440.02406452067214,0.9996661592664382,0.09468222348024938
44100,220,ee,1200,spectral,440.0198429320984,0.9998861523782719,0.07807269339161384
44100,220,oo,-1200,legacy,30.514500942042982,0.8957646155177688,-2219.923947592076
44100,220,oo,-1200,synchronous,110.00027402760661,0.9999879412036333,0.004312775745666572
44100,220,oo,-1200,spectral,110.00027769567981,0.9999842350395716,0.004370505539389511
44100,220,oo,-700,legacy,147.21903820150416,0.9571592456964642,4.552872903859346
44100,220,oo,-700,synchronous,146.8329189009261,0.9998298698009872,0.006307249651366475
44100,220,oo,-700,spectral,146.83299307666442,0.9998370336063271,0.007181818735458961
44100,220,oo,-100,legacy,207.68602603200253,0.9993840106973884,0.2807503074268997
44100,220,oo,-100,synchronous,207.65375067896383,0.9998296399370588,0.011687754924944173
44100,220,oo,-100,spectral,207.65379162859222,0.9998196912773477,0.012029156819655015
44100,220,oo,25,legacy,223.18055271367746,0.9996286717722527,-0.1506438880073685
44100,220,oo,25,synchronous,223.20115950704619,0.9997679159038854,0.009197706621944584
44100,220,oo,25,spectral,223.20120598454392,0.9997682519179069,0.009558203934620951
44100,220,oo,100,legacy,233.05219454300436,0.9994075311184779,-0.22051075340765514
44100,220,oo,100,synchronous,233.08480293569008,0.9999449388778155,0.021704561404369802
44100,220,oo,100,spectral,233.08486125202558,0.9999480529983283,0.02213770510039822
44100,220,oo,700,legacy,329.48841806990737,0.981031447273144,-0.7309241930268033
44100,220,oo,700,synchronous,329.63499811234493,0.999909396225743,0.039081418470779915
44100,220,oo,700,spectral,329.6352418765652,0.9999380154644253,0.04036166105572027
44100,220,oo,1200,legacy,52.38271196533482,0.9929986346447848,-3684.4090387188985
44100,220,oo,1200,synchronous,440.0193270929843,0.999790039660783,0.07604315136998455
44100,220,oo,1200,spectral,440.0189374775231,0.9998887744888053,0.07451022813303898
44100,660,ah,-1200,legacy,334.5030982661061,0.9977538799556478,23.464258948123096
44100,660,ah,-1200,synchronous,330.00510030959816,0.9993348715657367,0.02675685273672488
44100,660,ah,-1200,spectral,330.0052676980763,0.9998247277333266,0.02763498631425341
44100,660,ah,-700,legacy,443.47408879950433,0.9990289042262761,11.660546882506567
44100,660,ah,-700,synchronous,440.51898545649465,0.9999329428849806,0.08580782162456461
44100,660,ah,-700,spectral,440.5185264436173,0.9999711443417869,0.0840039058743089
44100,660,ah,-100,legacy,623.4401473354238,0.9997207617497857,1.342045516032626
44100,660,ah,-100,synchronous,623.0092850021472,0.9998173740886696,0.14516812624564965
44100,660,ah,-100,spectral,623.0091700069686,0.9998181358831345,0.14484857468886225
